,Aruba,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,Moldova,Madagascar,Maldives,Mexico,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Portugal,Paraguay,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",Viet Nam,Vanuatu,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1960,,17.19656069,2.87e-08,,,,,1.714290001,0.892857,26.00000003,,50.00000005,50.00000005,245.1951014,245.1951014,,0.00117,,1.02041,,,1.42857,0.85714,1.19e-05,8.1e-14,1.714290001,3.061220002,4.761900004,0.713320882,245.1951014,0.969766787,4.372950003,0.001048969,2.461808899,245.1951014,245.1951014,1.7e-13,245.1951014,6.635,245.1930236,28.75000003,5.615000005,0.999999999,,0.714285715,0.357142999,,4.200000003,214.3920002,1.714290001,6.907140006,1.0,4.937060004,15.00000002,0.348241999,,2.486690522,60.00000006,,2.484470001,3.200000002,0.792858,4.937060004,6.907140006,1.0,245.1951014,0.357142999,,7.14e-05,0.357142999,24.68500002,1.785710715,245.1951014,245.1951014,30.0003,1.714290001,6.907140006,1.0,1.714290001,5.714300005,2.000000001,,5.000000004,,,0.357142999,4.761900004,0.357142999,75.75000008,0.357142999,0.36190475,0.00018,623.9863359,0.714286,0.357142999,360.0000004,,7.142860006,,35.0,0.892857,1.714290001,63.125,0.357142999,80.00015473,3.169349999,1.0,0.357142999,1.714290001,4.761900004,0.714286,,50.00000005,,,5.060490004,,49.37060005,4.761900004,0.0125,,245.1951014,0.357142999,4.761900004,,,0.02875,4.936991116,4.761900004,0.714285142,3.061220002,,89.76500009,245.1951014,0.714286,2.06e-09,3.800000003,7.142860006,7.500000007,0.892857,0.714287986,0.357142999,4.761900004,1.0,2.73e-08,2.014998488,,0.892857,0.0004,28.75000003,123.1666667,89.76500009,,0.0006,,49.99999995,4.500000004,0.0003482,245.1951014,3.061220002,0.892857,0.000714286,2.500000002,,7.142860006,,,0.02875,0.001885,,,5.173210004,0.714286,,4.761894753,3.579999999,245.1951014,245.1951014,21.18177353,,,1.0,0.892857,1.714290001,0.419999999,9.02e-06,7.142860006,0.07143,,1.13e-05,1.0,,1.714290001,0.003349583,,89.76500009,0.71429,,,0.714286,0.714286,0.000714286
1961,,17.19656069,2.87e-08,,,,,1.714290001,0.892857,26.00000003,,50.00000005,50.00000005,245.2601016,245.2601016,,0.00117,,1.02041,,,1.42857,0.85714,1.19e-05,1.17e-13,1.714290001,3.061220002,4.761900004,0.714694435,245.2601016,1.013062516,4.372950003,0.001050136,2.461808899,245.2601016,245.2601016,1.75e-13,245.2601016,6.7,245.2580233,28.75000003,5.951666672,0.999999999,,0.714285715,0.357142999,,4.033333336,214.3920002,1.714290001,6.907140006,1.0,4.937060004,16.50000002,0.348241999,,2.486690522,60.00000006,,2.484470001,3.200000002,0.792858,4.937060004,6.907140006,1.0,245.2601016,0.357142999,,7.14e-05,0.357142999,24.68500002,1.785710715,245.2601016,245.2601016,30.00005002,1.714290001,6.907140006,1.0,1.714290001,5.714300005,2.000000001,,5.000000004,,,0.357142999,4.761900004,0.357142999,75.75000008,0.357142999,0.400833333,0.00018,625.0000006,0.714286,0.357142999,360.0000004,,7.142860006,,35.0,0.892857,1.714290001,124.7916667,0.357142999,80.00015473,3.078616666,1.0,0.357142999,1.714290001,4.761900004,0.714286,,50.00000005,,,5.060490004,,49.37060005,4.761900004,0.0125,,245.2601016,0.357142999,4.761900004,,,0.02875,4.936991116,4.761900004,0.714285142,3.061220002,,89.76500009,245.2601016,0.714286,2.06e-09,3.650000003,7.142860006,7.619000007,0.892857,0.715514156,0.357142999,4.761900004,1.0,2.68e-08,2.019997984,,0.892857,0.0004,28.75000003,126.0,89.76500009,,0.0006,,49.99999995,4.500000004,0.0003482,245.2601016,3.061220002,0.892857,0.000714286,2.500000002,,7.142860006,,,0.02875,0.001885,,,5.173210004,0.714286,,4.761894753,3.579999999,245.2601016,245.2601016,21.05843958,,,1.0,0.892857,1.714290001,0.419999999,9.02e-06,7.142860006,0.07143,,1.1e-05,1.0,,1.714290001,0.003349833,,89.76500009,0.715515,,,0.714286,0.714286,0.000714286
1962,,17.19656069,2.87e-08,,,,,1.714290001,0.892857,26.00000003,,50.00000005,50.00000005,245.0138507,245.0138507,,0.00117,,1.02041,,,1.42857,0.85714,1.19e-05,1.68e-13,1.714290001,3.061220002,4.761900004,0.713265494,245.0138507,1.068769224,4.372950003,0.001057636,2.461808899,245.0138507,245.0138507,2.1e-13,245.0138507,6.961666667,245.0117745,28.75000003,6.625000006,0.999999999,,0.714285715,0.357142999,,4.000000003,214.3920002,1.714290001,6.907140006,1.0,4.937060004,18.00000002,0.404489125,,2.486690522,60.00000006,,2.484470001,3.200000002,0.792858,4.937060004,6.907140006,1.0,245.0138507,0.357142999,,7.14e-05,0.357142999,24.68500002,1.785710715,245.0138507,245.0138507,30.00000003,1.714290001,6.907140006,1.0,1.714290001,5.714300005,2.000000001,,5.000000004,,,0.357142999,4.761900004,0.357142999,75.75000008,0.357142999,0.43,0.000289999,625.0000006,0.714286,0.357142999,360.0000004,,7.142860006,,35.0,0.892857,1.714290001,130.0,0.357142999,80.00015473,3.009041666,1.0,0.357142999,1.714290001,4.761900004,0.714286,,50.00000005,,,5.060490004,,49.37060005,4.761900004,0.0125,,245.0138507,0.357142999,4.761900004,,,0.02875,4.936991116,4.761900004,0.714285142,3.061220002,0.713265494,89.76500009,245.0138507,0.714286,2.06e-09,3.620000003,7.142860006,7.619000007,0.892857,0.719194,0.357142999,4.761900004,1.0,2.68e-08,3.727851578,,0.892857,0.0004,28.75000003,126.0,89.76500009,,0.0006,,49.99999995,4.500000004,0.0003482,245.0138507,3.061220002,0.892857,0.000714286,2.500000002,,7.142860006,,,0.02875,0.001885,,,5.173210004,0.714286,,4.761894753,3.689999999,245.0138507,245.0138507,20.88010535,,,1.0,0.892857,1.714290001,0.419999999,9.02e-06,7.142860006,0.07143,,1.1e-05,1.0,,1.714290001,0.003349667,,89.76500009,0.71919,,,0.714286,0.714286,0.000714286
1963,,35.10964474,2.88e-08,,,1.39e-11,,1.714290001,0.892857,26.00000003,,50.00000005,50.00000005,245.0163507,245.0163507,,0.00117,,1.02041,,,1.42857,0.85714,1.19e-05,2.49e-13,1.714290001,3.061220002,4.761900004,0.715287185,245.0163507,1.078514344,4.372950003,0.001621786,2.461808899,245.0163507,245.0163507,2.53e-13,245.0163507,9.0,245.0142744,28.75000003,6.625000006,0.999999999,,0.714285715,0.357142999,,4.000000003,214.3920002,1.714290001,6.907140006,1.0,4.937060004,18.00000002,0.434782609,,2.487983327,60.00000006,,2.484470001,3.200000002,0.792858,4.937060004,6.907140006,1.0,245.0163507,0.357142999,,7.14e-05,0.357142999,24.68500002,1.785710715,245.0163507,245.0163507,30.00000003,1.714290001,6.907140006,1.0,1.714290001,5.714300005,2.000000001,,5.000000004,,,0.357142999,4.761900004,0.357142999,75.75000008,0.357142999,0.43,0.000299999,625.0000006,0.714286,0.357142999,360.0000004,,7.142860006,,35.0,0.892857,1.714290001,130.0,0.357142999,80.00015473,3.097291666,1.0,0.357142999,1.714290001,4.761900004,0.714286,,50.00000005,,,5.060490004,,49.37060005,4.761900004,0.0125,,245.0163507,0.357142999,4.761900004,,,0.02875,4.936991116,4.761900004,0.714285142,3.061220002,0.715287185,89.76500009,245.0163507,0.714286,2.06e-09,3.620000003,7.142860006,7.619000007,0.892857,0.719194,0.357142999,4.761900004,1.0,2.68e-08,3.910423146,,0.892857,0.0004,28.75000003,126.0,89.76500009,,0.0006,,49.99999995,4.500000004,0.0003482,245.0163507,3.061220002,0.892857,0.000714286,2.500000002,,7.142860006,,,0.02875,0.001885,,,5.173210004,0.714286,,4.761894753,3.819999999,245.0163507,245.0163507,20.83007886,,,1.0,0.892857,1.714290001,0.419999999,9.02e-06,7.142860006,0.07143,,1.46e-05,1.0,,1.714290001,0.003349667,,89.76500009,0.71919,,,0.714286,0.714286,0.000714286
1964,,38.69226155,2.88e-08,,,1.4e-11,,1.714290001,0.892857,26.00000003,,50.00000005,50.00000005,245.0271841,245.0271841,,0.00117,,1.02041,,,1.42857,0.85714,1.19e-05,5.42e-13,1.714290001,3.061220002,4.761900004,0.717258646,245.0271841,1.078598419,4.372950003,0.002307433,2.461808899,245.0271841,245.0271841,5.5e-13,245.0271841,9.0,245.0251077,28.75000003,6.625000006,0.999999999,,0.714285715,0.357142999,,4.000000003,214.3920002,1.714290001,6.907140006,1.0,4.937060004,18.00000002,0.434782609,,2.502204188,60.00000006,,2.500000002,3.200000002,0.792858,4.937060004,6.907140006,1.0,245.0271841,0.357142999,,7.14e-05,0.357142999,24.68500002,1.785710715,245.0271841,245.0271841,30.00000003,1.714290001,6.907140006,1.0,1.714290001,5.714300005,2.000000001,,5.000000004,,,0.357142999,4.761900004,0.357142999,75.75000008,0.357142999,0.43,0.000299999,625.0000006,0.714286,0.357142999,360.0000004,,7.142860006,,35.0,0.892857,1.714290001,213.8466667,0.357142999,240.0004642,3.073658332,1.0,0.357142999,1.714290001,4.761900004,0.714286,,50.00000005,,,5.060490004,,49.37060005,4.761900004,0.0125,,245.0271841,0.357142999,4.761900004,,,0.02875,4.936991116,4.761900004,0.714285142,3.061220002,0.717258646,89.76500009,245.0271841,0.714286,2.06e-09,3.620000003,7.142860006,7.619000007,0.892857,0.719194,0.357142999,4.761900004,1.0,2.68e-08,3.910007288,,0.892857,0.0004,28.75000003,126.0,89.76500009,,0.0006,,49.99999995,4.500000004,0.0003482,245.0271841,3.061220002,0.892857,0.000714286,2.500000002,,7.142860006,,,0.02875,0.001885,,,5.173210004,0.714286,,4.761894753,3.819999999,245.0271841,245.0271841,20.80000002,,,1.0,0.892857,1.714290001,0.446249999,9.04e-06,7.142860006,0.07143,,1.64e-05,1.0,,1.714290001,0.00435,,89.76500009,0.71919,,,0.714286,0.714286,0.000714286
1965,,38.69226155,2.88e-08,,,1.7e-11,,1.714290001,0.892857,26.00000003,,84.37500008,50.00000005,245.0609342,245.0609342,,0.00117,,1.02041,,,1.42857,0.85714,1.19e-05,8.22e-13,1.714290001,3.061220002,4.761900004,0.716334401,245.0609342,1.077984284,4.372950003,0.003156658,2.461808899,245.0609342,245.0609342,5.5e-13,245.0609342,10.5,245.0588576,28.75000003,6.625000006,0.999999999,,0.714285715,0.357142999,,4.000000003,214.3920002,1.714290001,6.907140006,1.0,4.937060004,18.00000002,0.434782609,,2.502204188,60.00000006,,2.500000002,3.200000002,0.792858,4.937060004,6.907140006,1.0,245.0609342,0.357142999,,7.14e-05,0.357142999,24.68500002,1.785710715,245.0609342,245.0609342,30.00000003,1.714290001,6.907140006,1.0,1.714290001,5.714300005,2.000000001,,5.000000004,,,0.357142999,4.761900004,0.357142999,75.75000008,0.357142999,0.43,0.000299999,625.0000006,0.714286,0.357142999,360.0000004,,7.142860006,,35.0,0.892857,1.714290001,266.27,0.357142999,240.0004642,3.071849999,1.0,0.357142999,1.714290001,4.761900004,0.714286,,50.00000005,,,5.060490004,,49.37060005,4.761900004,0.0125,,245.0609342,0.357142999,4.761900004,,,0.02875,4.936991116,4.761900004,0.714285142,3.061220002,0.716334401,89.76500009,245.0609342,0.714286,2.06e-09,3.620000003,7.142860006,7.619000007,0.892857,0.719194,0.357142999,4.761900004,1.0,2.68e-08,3.909173347,,0.892857,0.0004,28.75000003,126.0,89.76500009,,0.0006,,49.99999995,4.500000004,0.0003482,245.0609342,3.061220002,0.892857,0.000714286,2.500000002,,7.142860006,,,0.02875,0.001885,,,5.173210004,0.714286,,4.761894753,3.819999999,245.0609342,245.0609342,20.80000002,,,1.0,0.892857,1.714290001,0.525,9.04e-06,7.142860006,0.07143,,2.9e-05,1.0,,1.714290001,0.0044,,89.76500009,0.71919,,,0.714286,0.714286,0.000714286
1966,,38.69226155,2.88e-08,,4.761900004,2.09e-11,,1.714290001,0.892857,26.00000003,,87.50000009,50.00000005,245.6784366,245.6784366,,0.00117,0.476189999,1.0,,,1.42857,0.85714,1.19e-05,9.61e-13,1.714290001,3.061220002,6.359125005,0.716983432,245.6784366,1.077341567,4.372950003,0.003851138,2.461808899,245.6784366,245.6784366,5.5e-13,245.6784366,13.5,245.6763547,28.75000003,6.625000006,0.999999999,,0.714285715,0.357142999,,4.000000003,214.3920002,1.714290001,6.907140006,1.0,4.937060004,18.00000002,0.434782609,,2.502204188,60.00000006,,2.500000002,3.200000002,0.792858,4.937060004,6.907140006,1.0,245.6784366,0.357142999,,7.14e-05,0.357142999,24.68500002,1.785710715,245.6784366,245.6784366,30.00000003,1.714290001,6.907140006,1.0,1.714290001,5.714300005,2.000000001,,5.000000004,,,0.357142999,6.359125005,0.357142999,75.75000008,0.357142999,0.43,0.000299999,625.0000006,0.714286,0.357142999,360.0000004,,7.142860006,,35.0,0.892857,1.714290001,271.1341667,0.357142999,240.0004642,3.130749999,1.0,0.357142999,1.714290001,4.761900004,0.714286,,50.00000005,,,5.060490004,,49.37060005,4.761900004,0.0125,,245.6784366,0.357142999,4.761900004,,,0.02875,4.936991116,4.761900004,0.714285142,3.061220002,0.716983432,89.76500009,245.6784366,0.714286,2.06e-09,3.620000003,7.142860006,7.617250007,0.892857,0.719194,0.357142999,4.761900004,1.0,2.68e-08,3.900000003,,0.892857,0.0004,28.75000003,126.0,89.76500009,4.761900004,0.0006,,87.49999991,4.500000004,0.0003482,245.6784366,3.061220002,0.892857,0.000714286,2.500000002,,7.142860006,,,0.02875,0.001885,,,5.173210004,0.714286,,4.761894753,3.819999999,245.6784366,245.6784366,20.80000002,,,1.0,0.892857,1.714290001,0.525,9.04e-06,7.142860006,0.07143,,5.39e-05,1.0,,1.714290001,0.0044,,89.76500009,0.71919,,,0.714286,0.714286,0.000714286
1967,,38.69226155,2.88e-08,,4.761900004,3.33e-11,,1.761908334,0.892857,26.00000003,,87.50000009,50.00000005,246.0009378,246.0009378,,0.00117,0.476189999,1.0,,,1.448411667,0.869045,1.19e-05,1.15e-12,1.738099167,3.061220002,7.500000007,0.717049619,246.0009378,1.078710424,4.372950003,0.005068269,2.461808899,246.0009378,246.0009378,1.16e-12,246.0009378,14.50666667,245.9988532,28.75000003,6.625000006,0.999999999,,0.727466995,0.362103333,,4.000000003,214.3920002,1.761908334,6.956541672,1.0,4.937060004,18.00000002,0.434782609,,2.502204188,61.66666673,,2.500000002,3.449992502,0.805854,4.937060004,6.956545005,1.0,246.0009378,0.362103333,,8.61e-05,0.362103333,24.68500002,1.835313929,246.0009378,246.0009378,30.00000003,1.761908334,7.005950006,1.0,1.738099167,5.743158338,2.000000001,,5.000000004,,149.5833333,0.362103333,7.500000007,0.362103333,75.75000008,0.357142999,0.441666667,0.000308333,625.0000006,0.724207,0.357142999,360.0000004,,7.142860006,,35.0,0.892857,1.761908334,270.5116667,0.357142999,240.0004642,3.204516666,1.0,0.357142999,1.761908334,4.861105837,0.714286,,50.00000005,,6.075789473,5.060490004,,49.37060005,4.760908336,0.0125,,246.0009378,0.362103333,4.761900004,,,0.02875,4.936991116,4.828037503,0.724205869,3.061220002,0.717049619,89.76500009,246.0009378,0.714286,2.06e-09,3.620000003,7.142860006,8.034166674,0.892857,0.733665583,0.362103333,4.761900004,1.0,3.02e-08,3.900000003,,0.892857,0.0004,28.75000003,126.0,89.76500009,4.761900004,0.0006,,99.9999999,4.500000004,0.0003482,246.0009378,3.061220002,0.892857,0.000724207,2.500000002,,7.142860006,,,0.02875,0.001885,,,5.173210004,0.714286,,4.828032803,3.819999999,246.0009378,246.0009378,20.80000002,,,1.0,0.892857,1.738099167,0.525,9.04e-06,7.142860006,0.07143,,0.000104963,1.0,,1.761908334,0.0044,,89.76500009,0.719503333,,,0.714286,0.714286,0.000714286
1968,,38.69226155,2.87e-08,,4.761900004,3.5e-11,,2.000000001,0.892857,26.00000003,,87.50000009,50.00000005,247.5646938,247.5646938,,0.00117,0.476189999,1.0,,,1.666670001,1.0,1.19e-05,1.47e-12,2.000000001,3.061220002,7.500000007,0.716998156,247.5646938,1.077471401,4.372950003,0.006876466,2.461808899,247.5646938,247.5646938,1.67e-12,247.5646938,16.29166667,247.5625959,28.75000003,6.625000006,0.999999999,,0.833333334,0.416666999,,4.000000003,214.3920002,2.000000001,7.500000007,1.0,4.937060004,18.00000002,0.434782609,,2.502204188,70.00000007,,2.500000002,4.199970003,0.870834,4.937060004,7.500000007,1.0,247.5646938,0.416666999,,0.000101985,0.416666999,24.68500002,2.083330001,247.5646938,247.5646938,30.00000003,2.000000001,7.500000007,1.0,2.000000001,6.060600005,2.000000001,,5.000000004,60.0,296.2916667,0.416666999,7.500000007,0.416666999,75.75000008,0.357142999,0.621666667,0.000349999,625.0000006,0.833334,0.357142999,360.0000004,,7.142860006,,35.0,0.892857,2.000000001,276.6433333,0.357142999,240.0004642,3.156824999,1.0,0.357142999,2.000000001,5.952370005,0.714286,,50.00000005,,6.071578947,5.060490004,,49.37060005,4.749999999,0.0125,,247.5646938,0.416666999,4.761900004,,,0.02875,4.936991116,5.555550005,0.833333,3.061220002,0.716998156,89.76500009,247.5646938,0.714286,2.06e-09,3.620000003,7.142860006,10.12500001,0.892857,0.892857,0.416666999,4.761900004,1.0,3.87e-08,3.900000003,,0.892857,0.0004,28.75000003,126.0,89.76500009,4.761900004,0.0006,,99.9999999,4.500000004,0.0003482,247.5646938,3.061220002,0.892857,0.000833333,2.500000002,,7.142860006,,,0.02875,0.001885,,,5.173210004,0.714286,,5.555546103,3.819999999,247.5646938,247.5646938,20.80000002,,,1.0,0.892857,2.000000001,0.525,9.04e-06,7.142860006,0.07143,,0.000231854,1.0,,2.000000001,0.0044,,89.76500009,0.72107,,,0.714286,0.714286,0.000714286
1969,,38.69226155,2.86e-08,,4.761900004,3.5e-11,,2.000000001,0.892857,26.00000003,,87.50000009,50.00000005,259.9605744,259.9605744,,0.00117,0.476189999,1.0,,,1.666670001,1.0,1.19e-05,1.76e-12,2.000000001,3.061220002,7.500000007,0.718057125,259.9605744,1.076780513,4.372950003,0.008617582,2.461808899,259.9605744,259.9605744,1.67e-12,259.9605744,17.32166667,259.9583715,28.75000003,6.625000006,0.999999999,,0.833333334,0.416666999,,3.943333336,214.3920002,2.000000001,7.500000007,1.0,4.937060004,18.00000002,0.434782609,,2.502204188,70.00000007,,2.500000002,4.199970003,0.870834,5.194197504,7.500000007,1.0,259.9605744,0.416666999,,0.000101985,0.416666999,24.68500002,2.083330001,259.9605744,259.9605744,30.00000003,2.000000001,7.500000007,1.0,2.000000001,6.060600005,2.000000001,,5.000000004,60.0,326.0,0.416666999,7.500000007,0.416666999,75.75000008,0.357142999,0.88,0.000349999,625.0000006,0.83333375,0.357142999,360.0000004,,7.142860006,,43.55833333,0.892857,2.000000001,288.2416667,0.357142999,240.0004642,3.254583332,1.0,0.357142999,2.000000001,5.952370005,0.714286,,50.00000005,,6.03614035,5.060490004,,51.94197505,4.749999999,0.0125,,259.9605744,0.416666999,4.761900004,,,0.02875,5.19415732,5.555550005,0.833333,3.061220002,0.718057125,94.44000009,259.9605744,0.714286,2.06e-09,3.620000003,7.142860006,10.12500001,0.892857,0.892857,0.416666999,4.761900004,1.0,3.87e-08,3.900000003,,0.892857,0.0004,28.75000003,126.0,94.44000009,4.761900004,0.0006,,99.9999999,4.500000004,0.0003482,259.9605744,3.061220002,0.892857,0.000833333,2.500000002,,7.142860006,,,0.02875,0.001885,,,5.173210004,0.714286,,5.555546103,3.819999999,259.9605744,259.9605744,20.80000002,,,1.0,0.892857,2.000000001,0.525,9.04e-06,7.142860006,0.07143,,0.000248,1.0,,2.000000001,0.0044,,94.44000009,0.72107,,,0.714286,0.714286,0.000714286
